item_id	category	r_complement	r_substitute
384	0	[5118, 4021, 3815, 836, 1617, 8338, 4349, 2399, 5087, 7364, 5470, 2210, 8328, 3934, 8330, 8165, 5471, 4282, 7367, 10, 6995, 5791, 8053, 2782, 5484, 2363]	[3544, 8165, 3430, 3815, 5087, 7364, 8330, 2210, 10, 5484, 6995, 5811, 1617, 8328, 2363, 3934]
385	0	[5241, 176, 183, 6516, 2352, 285, 5866, 383, 6077, 397, 193, 201, 4006, 2212, 5985, 196, 4900, 431, 1502, 291, 1668]	[2212, 383, 6077, 6211, 176, 5985, 1668, 431, 397, 285, 193, 5866]
386	0	[7466, 155]	[7466, 4959, 7465, 5027]
387	16	[7987, 298, 3235, 3095, 2391, 7580, 5779, 2779, 7526, 7757, 8139, 5325, 2974, 2901, 7801, 1842, 2456, 1229, 6713, 8330, 4916, 4834, 7277, 831, 5404, 3950, 3690, 1416, 2051, 2217, 6683, 2782, 2630, 3762, 322, 7701, 7358, 6045, 3551]	[7495, 7697, 6804, 7907, 3235, 434, 3095, 6187, 2675, 8285, 5325, 60, 2974, 5710, 1416, 2779, 8020, 8003]
388	0	[4414, 4016, 5489, 192, 6982, 2410, 2466, 191, 2364, 2456, 4069, 5866]	[2823, 5489, 192, 187, 2364, 191]
389	7	[4682, 772, 6538, 6594, 4694, 6689, 6596, 4889, 8137, 3649, 2732]	[4682, 772, 6538, 6594, 4521, 6596, 8137, 770, 2732]
390	0	[4341, 3335, 126, 1356, 2367, 8396, 35, 868, 5065, 7101, 4705, 7180, 847, 8042, 6746, 8009, 4653]	[8301, 2367, 868, 8042, 8425, 928, 3693, 6917, 3619, 8396, 2073, 1828, 5129, 5939, 126, 1356, 4708, 7180, 5065, 8009]
391	0	[2224, 8335, 5365, 3476, 3072, 4880, 6210]	[2224, 8335, 3476, 3072, 6210]
392	0	[2394, 3984, 2391, 3986, 3983, 2522, 2593, 3668, 3990, 2378, 2387, 4243, 2384, 6675, 2847, 1955, 8011, 245, 430, 1032, 5875, 5022, 3987, 2388, 2784, 2382, 1033, 2375, 4237, 2395, 3989, 2845, 2396]	[2386, 5908, 3984, 3983, 2593, 4888, 3990, 2384, 245, 430, 5875, 1028, 3987, 7522, 2382, 2027, 2375, 7310, 1024, 3989, 2396]
393	0	[6504, 6804, 3235, 5869, 4267, 407, 8323, 7526, 3434, 7197, 731, 7483, 6961, 7801, 3608, 5775, 8330, 4916, 4240, 3084, 1416, 6897, 6683, 2630, 8355, 4583, 8285]	[6348, 3434, 4583, 5656, 731, 7526, 2468, 5775]
396	0	[5267, 2562, 4953, 1953, 6530, 7768, 5388, 6517, 6369, 5133, 3770, 3668, 2476, 412, 5059, 5135, 4269, 4320, 6588, 6841, 3622, 6587, 2926, 5384, 6675, 5698, 2880, 273, 339, 3717, 4954, 8350, 3024, 5702, 4163, 7347, 4022, 591, 5602, 2620, 5712, 2046, 8037, 7077, 1943, 1480, 7374, 5269, 5385, 3153, 5788, 7823, 5085]	[4022, 5384, 4679, 2046, 1943]
395	0	[5045, 2386, 2394, 3984, 2391, 2593, 27, 3990, 6858, 1624, 2387, 144, 4243, 302, 2384, 3896, 1955, 273, 4244, 2392, 646, 2388, 2784, 20, 2382, 6625, 1432, 4242, 95, 2375, 4237, 2028, 94, 204, 2395, 259, 7231, 110, 5716, 2396]	[1955, 4243, 2664, 6858]
394	0	[2883, 4982, 7042, 2997, 7768, 3506, 2593, 5388, 3668, 3990, 5223, 6722, 3604, 2926, 1171, 5222, 2880, 7708, 4195, 4954, 5702, 4679, 8197, 5712, 1817, 1943, 2605, 5138, 3223, 1276, 2678, 5788, 335, 5716]	[1353, 2961, 5708, 3463, 3990, 1817, 3989, 601, 335, 8372]
397	0	[6516, 5866, 285, 6077, 5892, 5596, 201, 4325, 4006, 2212, 385, 5967, 5985, 4900, 431, 1607, 1502, 1677, 1936, 5945, 1668]	[2212, 4006, 8004, 894, 6077, 385, 6516, 4900, 193, 1607, 285]
400	0	[6067, 158, 8262, 6141, 7369, 399, 6137, 6427, 8013, 3321, 2803, 116, 107, 3652, 7569, 88, 7708, 3634, 4195, 294, 108, 7679, 106, 5035, 6438, 4033, 5032, 6897, 113, 5031, 115, 5026, 5043]	[1875, 3652, 107, 8262, 106, 889, 115, 3634, 399, 3321]
399	0	[7795, 5038, 8262, 8036, 5040, 7369, 7797, 1130, 6137, 6427, 8013, 5028, 3902, 116, 7335, 107, 5037, 7569, 88, 7708, 3634, 4195, 5036, 7646, 294, 5027, 5937, 106, 5035, 7679, 5034, 7340, 5032, 5033, 4114, 7339, 5041, 5031, 5024, 5026, 5788, 400, 5043]	[7795, 5038, 8262, 7797, 7333, 6137, 8013, 8149, 116, 7971, 107, 5037, 5023, 88, 7708, 3634, 4195, 5036, 7646, 294, 5937, 7679, 106, 5027, 5033, 5031, 400]
398	0	[267, 2491, 6562, 463, 5927, 7162, 2015, 280, 7901, 1636, 4566]	[267, 2184, 6562, 2015, 5927, 7162, 7901, 2195, 2193, 2197, 2366, 7587]
401	0	[7000, 458, 7318, 7541, 183, 7549, 854, 5257, 7226, 5064, 432, 6919, 7436, 848]	[458, 183, 1904, 1813, 2223, 695, 7226, 5064, 2869, 6919, 848, 7541, 7549, 8041, 7007, 7000, 7318, 5628, 854, 1668, 4118, 7436]
402	0	[142, 4916, 3223, 2324, 95, 2433, 4183, 5194, 5778, 5383, 321]	[7371, 2324, 3223, 260, 4267, 2433, 2365, 7094, 5704, 1981, 5194, 5383, 321, 5506]
403	0	[4953, 7042, 4984, 1270, 6530, 5388, 5133, 5717, 4922, 6587, 5135, 3902, 6812, 2857, 1277, 2615, 5816, 5604, 3717, 8372, 7041, 4022, 1548, 5576, 4591, 2855, 5712, 5287, 1896, 7193, 5588, 1467, 7374, 2605, 5138, 4371, 4590, 5840, 6836, 5815, 5788]	[4982, 7042, 1270, 5412, 1533, 5388, 4922, 2614, 6812, 2615, 2753, 1365, 3717, 890, 2855, 4591, 5576, 5588, 2605, 5840, 2725, 7041, 5604]
405	0	[5680, 5086, 2996, 2997, 6321, 6530, 2998, 7215, 5547, 4093, 7295, 6317, 403, 862, 6812, 4227, 7551, 1277, 2872, 7666, 8350, 3024, 5702, 4306, 8372, 890, 591, 8025, 5576, 4957, 4298, 5287, 1279, 8037, 5588, 1949, 2565, 7193, 3911, 8045, 7374, 8273, 6323, 6811, 3464, 3008, 4983, 7041, 335, 7651, 1275, 4865]	[5086, 7042, 6366, 1533, 2998, 2614, 7295, 403, 6812, 4227, 2872, 3024, 890, 591, 2855, 4957, 3911, 8273, 8045, 2605, 6811, 3464, 7041, 7651]
404	0	[5086, 4982, 4984, 1270, 3424, 8036, 6530, 3506, 5388, 7312, 5717, 5581, 412, 2979, 6587, 6722, 8023, 1274, 3902, 5586, 403, 2291, 1277, 2847, 338, 3717, 7041, 7741, 6854, 890, 1280, 5576, 1271, 5583, 5588, 1943, 7077, 2040, 5138, 1276, 788, 4086, 336, 1292, 5641, 6289, 6836, 7823, 5604, 5788]	[4760, 1270, 4216, 6427, 2614, 6587, 2979, 3523, 5254, 6722, 8023, 4339, 2291, 1277, 2847, 3717, 8350, 3024, 2002, 1280, 5576, 1271, 2060, 8037, 7077, 4729, 7374, 7373, 1276, 788, 1292, 3957, 8038, 7312]
406	38	[7000, 2384]	[7089, 235, 7088]
407	53	[7607, 366, 1914, 1694, 364, 471, 6129, 1412, 2671, 353, 2153, 4104, 8150, 7961]	[1694, 471, 2671, 4104, 7961]
408	0	[5159, 2230, 409, 5511, 6949, 3329, 4705, 8116, 5172, 4460, 2566]	[5159, 2230, 3723, 409, 5511, 6949, 6716, 6139, 4705, 8116, 5172, 4460, 4575, 777]
409	0	[7362, 7199, 747, 8338, 408, 2566, 1922, 6907, 302, 8396, 5172, 4460, 7361, 5760, 5159, 2230, 6716, 8116, 7180, 8009]	[5159, 2230, 4388, 408, 3723, 5511, 6949, 6716, 302, 4705, 8116, 5172, 4460]
410	0	[3724, 7936, 6914, 776, 8233, 5311, 2952, 3427, 5319, 5320, 7045, 5312, 2243, 8042, 4653, 6539]	[6914, 35, 8233, 5311, 2243, 2952, 3427, 7045, 5312, 5320, 6048, 2010, 7368]
411	0	[438, 446, 439, 4839, 4057, 437, 5527, 444, 4051, 445, 3902, 1889, 2730, 440, 760, 1782, 5281, 5837, 5577, 420, 1811, 780, 5882, 541, 6507, 443, 1999, 4038, 419, 946, 416, 441, 442, 2000]	[438, 446, 439, 4839, 437, 4051, 444, 445, 8178, 7219, 440, 75, 5281, 420, 1811, 541, 443, 4038, 419, 416, 441, 442, 2597, 6070]
414	0	[6833, 3872, 7047, 3972, 7235, 5306, 7561, 3637, 3864, 8205, 4326, 8011, 3062, 3887, 3067, 4299, 8272, 1525, 6849, 6855, 8025, 3157, 6848, 5543, 4481, 3159, 3867, 5442, 4966, 7630, 1405, 5676, 6987, 3870, 5440]	[6833, 4327, 3522, 3036, 8205, 3151, 8011, 3062, 3887, 3067, 6849, 6451, 5543, 3159, 639, 3195, 3867, 3163, 4966, 7630, 6987, 5676, 6094]
412	0	[2562, 5086, 4953, 2996, 2997, 1953, 6530, 396, 7768, 5552, 6369, 4478, 3770, 3668, 7312, 5581, 2768, 6587, 4093, 3622, 3902, 4339, 5586, 2926, 6315, 2287, 6318, 1281, 2872, 422, 2289, 3717, 2155, 4954, 3024, 4163, 5553, 5602, 591, 1280, 2042, 5566, 2060, 5588, 1943, 242, 7077, 2040, 3911, 7374, 4764, 3010, 4086, 3149, 3957, 404, 3153, 2643, 6289, 5734, 5788]	[2562, 3622, 2079, 1953, 3464, 5705, 5552, 3008, 3153, 7374, 2155, 5546, 4163]
413	0	[2477, 2314, 1304, 6800, 2367, 2595, 5069, 8042, 6746, 4341, 8146, 5719, 2370, 5586, 7194, 6805, 314, 5744, 1278, 6946, 5939, 35, 1104, 3427, 6795, 1303, 5065, 8009, 1207]	[2367, 6800, 8042, 6746, 5719, 2370, 314, 5744, 1278, 5047, 5939, 3427, 6795, 1303, 4708, 7180, 5131, 5065, 8009]
415	0	[7963, 4953, 7964, 4982, 271, 7042, 2996, 6530, 1245, 7768, 6369, 3770, 3769, 4922, 7235, 2614, 3622, 3902, 4339, 7708, 4310, 2839, 339, 3979, 3717, 8350, 2155, 3024, 7041, 4306, 8372, 6313, 4022, 5576, 2042, 2060, 8037, 853, 5588, 2565, 7374, 2470, 4030, 5138, 4169, 4086, 3008, 6550, 5641, 5107, 5788, 5604, 7312]	[5086, 7295, 6927, 6530, 6812, 469, 1123, 7041, 7374, 2155, 2040]
417	0	[4093, 7578, 4476, 7604, 5538, 1681, 5693, 5440, 2449, 7235, 532, 5973]	[8272, 3867, 8228, 7998, 7047, 7630, 8205, 6541, 4476, 1949, 7235, 532, 5973]
416	0	[438, 446, 420, 439, 541, 4038, 443, 440, 437, 411, 442, 444, 4051, 445, 419]	[438, 446, 439, 4839, 437, 4051, 444, 445, 440, 75, 5837, 420, 541, 443, 4038, 419, 441, 411, 442]
418	0	[3622, 6548, 5550, 6552, 2018, 6550, 8001, 6546, 3729, 5544]	[4093, 6548, 7047, 5550, 3944, 6552, 7113, 5705, 5538, 5566, 2369, 8253, 4316, 8434, 5734, 5544]
420	0	[438, 446, 439, 437, 444, 4051, 445, 440, 1782, 1811, 541, 3324, 443, 4038, 419, 720, 946, 5911, 416, 441, 411, 442, 4212]	[438, 446, 439, 4839, 437, 4051, 444, 445, 8178, 440, 75, 5882, 541, 443, 4038, 419, 416, 441, 411, 442]
421	0	[4094, 7963, 6548, 7047, 7477, 6530, 3721, 4525, 2957, 4316, 4965, 7235, 5547, 1951, 4093, 8146, 3864, 7604, 8011, 5062, 2155, 2088, 591, 8148, 4917, 1952, 5566, 3172, 5884, 1949, 5138, 2079, 3149, 861, 5705, 3957, 4983, 6550, 8001, 6100, 2643, 4060, 6791, 845, 5734, 3963]	[4094, 5086, 2957, 6542, 1951, 5547, 5544, 4093, 8146, 4227, 7604, 2155, 8148, 1949, 2079, 3149, 5705, 5538, 3957, 8001, 6100, 2643, 5734, 3963]
419	0	[438, 446, 420, 1811, 439, 541, 441, 4038, 443, 440, 437, 411, 442, 444, 4051, 445, 5837, 416]	[438, 446, 439, 4839, 437, 4051, 444, 445, 5811, 440, 75, 5837, 420, 541, 443, 1887, 4038, 416, 441, 411, 442]
422	0	[7963, 6548, 7964, 4982, 6833, 8251, 6530, 2292, 1953, 7768, 5388, 6517, 5552, 6546, 4525, 412, 7235, 2768, 5135, 2958, 5547, 6587, 3622, 2886, 5548, 6972, 7604, 2880, 2839, 338, 2155, 3157, 4004, 2042, 5566, 4481, 3172, 7374, 2040, 3903, 8249, 5705, 6550, 3153, 6599, 335, 5546, 5734]	[6548, 1953, 6530, 6546, 4525, 2768, 3622, 2886, 8205, 1278, 3979, 8025, 1131, 2042, 1952, 5049, 3903, 2079, 5538, 5546, 7113, 5734]
424	0	[6293, 1550, 5321, 6530, 3265]	[320, 6293, 931, 2750]
423	0	[7963, 8036, 6530, 7760, 1572, 4019, 7777, 7451, 8308, 339, 1221, 8026, 3015, 5583, 5543, 8037, 5631, 1575, 1276, 5969, 7193]	[2750, 4277, 7451, 1641, 4316, 7113]
425	0	[2935, 5040, 5366, 5721]	[5366, 1431, 8]
426	0	[847, 8042, 868]	[]
428	0	[2386, 2394, 4267, 2391, 2377, 3983, 2593, 1669, 3990, 5135, 5738, 7578, 4243, 2384, 2155, 5506, 2388, 2061, 1943, 2382, 7311, 95, 204, 7724, 2396, 6965]	[2378, 142, 4136, 5726, 5909, 7117, 3990, 245, 5907, 2115]
427	0	[6829, 836, 2374, 3929, 6677, 5639, 6022, 6539, 2634, 2336, 5630, 6989, 2528, 2379, 2527, 3429, 7701, 31, 6635, 6678, 6965, 141]	[2379, 2527, 2336, 2374, 5639, 31, 6022, 6965, 141]
429	0	[7741, 4115, 5875, 2377, 3983, 2593, 5716, 7113, 6965]	[1215, 2027, 2593, 5716, 3990, 110, 20]
430	0	[2386, 1016, 2394, 3984, 4267, 2391, 2377, 5908, 3986, 2522, 3983, 2593, 3668, 3990, 4269, 6841, 4918, 2792, 4243, 2384, 245, 4244, 2392, 5875, 5219, 3987, 2515, 1031, 6965, 4764, 6908, 2382, 5138, 5708, 2375, 3989, 7231, 1017, 5716]	[2386, 2394, 3984, 3986, 3983, 2522, 2593, 3990, 2378, 4243, 5058, 5875, 3987, 2388, 6908, 1033, 4242, 5708, 2375, 3989, 7231, 2396]
431	0	[5241, 4798, 176, 183, 285, 383, 6077, 397, 193, 5596, 6370, 201, 4006, 2212, 385, 5985, 196, 291, 6211, 1668]	[2212, 6212, 383, 385, 6211, 176, 5985, 1668, 193, 201, 5866]
432	0	[7000, 401, 183, 2223, 854, 5064, 7404, 348, 2456, 6919, 686, 848]	[7000, 367, 401, 6562, 7985, 364, 1914, 183, 2223, 1883, 518, 5633, 7007, 5064, 659, 2395, 6919, 848]
433	0	[5183, 4500, 4980, 4499]	[4980, 5183]
434	29	[3686, 3235, 4059, 747, 7124, 6760, 2779, 5780, 117, 142, 3774, 5087, 4243, 8139, 5325, 1842, 2456, 8043, 4916, 4834, 8307, 4493, 831, 3690, 1416, 2217, 2226, 322, 7701, 4242, 7161, 7774, 4237, 4020, 71, 7757]	[2226, 7161, 831, 2779, 2217]
435	0	[]	[]
436	0	[]	[]
437	0	[438, 446, 439, 5388, 5527, 444, 4051, 445, 1889, 8178, 1146, 440, 760, 5577, 420, 1811, 541, 5576, 443, 1887, 1233, 1999, 4038, 5588, 419, 416, 5598, 441, 1378, 1222, 411, 442, 7089, 6312]	[438, 446, 439, 8036, 4051, 444, 445, 2979, 8178, 440, 75, 5837, 420, 541, 443, 8037, 4038, 7077, 419, 416, 441, 411, 442, 7312]
439	0	[438, 446, 4982, 6261, 6483, 1245, 4057, 5527, 437, 4051, 444, 445, 6137, 1889, 8178, 6482, 1267, 440, 760, 1782, 75, 5837, 3024, 420, 1811, 4741, 541, 3324, 5882, 1271, 1859, 1887, 443, 2061, 5610, 5588, 1223, 4038, 419, 946, 7077, 416, 5016, 8123, 441, 1222, 411, 5840, 442, 6312]	[438, 446, 8036, 4839, 437, 4051, 444, 445, 2979, 8178, 440, 75, 5837, 420, 5882, 541, 443, 8037, 4038, 7077, 419, 416, 441, 411, 442, 4212]
438	0	[446, 439, 437, 444, 4051, 445, 440, 5837, 420, 1811, 541, 443, 4038, 419, 416, 441, 1250, 411, 442]	[446, 439, 4839, 437, 444, 4051, 445, 6137, 440, 75, 5837, 420, 1811, 541, 443, 4038, 7077, 419, 416, 441, 411, 442, 2597, 5788]
441	0	[438, 446, 439, 4839, 437, 444, 4051, 445, 4327, 8178, 440, 760, 1782, 420, 1811, 541, 443, 4038, 419, 416, 411, 442]	[438, 446, 439, 4839, 437, 444, 4051, 445, 440, 75, 4296, 420, 541, 443, 4038, 419, 416, 411, 442]
443	0	[438, 446, 439, 437, 5527, 444, 4051, 445, 8178, 440, 7708, 1782, 420, 541, 4038, 419, 416, 441, 411, 442, 4212]	[438, 446, 420, 8178, 439, 541, 441, 4038, 440, 437, 411, 442, 4051, 444, 445, 419, 416]
447	0	[]	[6293]
442	0	[438, 446, 439, 437, 5527, 444, 4051, 445, 6286, 1889, 8178, 440, 5837, 5577, 420, 4296, 1811, 5882, 541, 443, 1887, 4920, 4038, 419, 946, 416, 5598, 441, 1222, 1250, 411]	[438, 446, 439, 4839, 437, 4051, 444, 445, 8178, 440, 75, 5837, 420, 541, 443, 4038, 419, 416, 441, 1250, 411, 2597]
444	0	[438, 446, 3650, 439, 1245, 4057, 437, 6861, 4051, 445, 1380, 1889, 8178, 5037, 440, 1782, 5837, 5577, 420, 1811, 5882, 541, 443, 5532, 4038, 419, 946, 340, 416, 4030, 1490, 441, 1378, 411, 442, 4212, 5935, 2727, 6312]	[438, 446, 1377, 439, 437, 4051, 2623, 445, 6315, 440, 1782, 1373, 420, 541, 443, 2060, 4038, 419, 416, 441, 1378, 411, 442, 6312]
445	0	[438, 446, 420, 1811, 439, 541, 441, 4038, 5388, 440, 437, 443, 411, 442, 444, 4051, 419, 416]	[438, 446, 420, 8178, 439, 541, 441, 4038, 443, 440, 437, 411, 442, 4051, 444, 419, 416]
446	0	[438, 4982, 439, 5388, 437, 5527, 444, 4051, 445, 4898, 440, 1782, 75, 339, 5281, 420, 541, 443, 4038, 419, 946, 416, 6469, 441, 1798, 411, 442, 1730, 6312]	[438, 439, 8036, 4839, 1234, 437, 4051, 444, 445, 8178, 1461, 440, 75, 5837, 420, 1811, 541, 443, 4038, 419, 416, 441, 411, 442]
440	0	[438, 446, 439, 437, 444, 4051, 445, 1380, 6049, 1251, 1782, 75, 5837, 420, 1811, 541, 443, 4038, 419, 946, 340, 416, 2220, 441, 411, 442, 4212]	[438, 446, 439, 4839, 437, 4051, 444, 445, 8178, 75, 5837, 420, 1811, 541, 5027, 443, 1887, 4038, 419, 96, 416, 5032, 441, 411, 442, 7584]
448	42	[6152, 4682, 2386, 3686, 3235, 434, 2394, 2391, 4059, 2696, 2522, 6733, 3965, 7580, 3972, 1552, 8338, 4975, 7757, 4243, 3930, 2384, 5325, 2531, 7801, 2380, 8330, 6328, 4916, 4296, 6440, 7621, 2388, 831, 5583, 3690, 3084, 1416, 4995, 1640, 2382, 6683, 6095, 5016, 322, 7701, 4242, 6031, 6238, 5873, 4444, 8285, 6494, 3752, 7358, 6045, 2396]	[6328, 1640, 1825, 6683, 98, 6440, 6734, 100, 3930, 3752, 6443, 4995, 8227, 7358, 6682, 4975]
450	0	[2439, 2222, 7411, 7932, 7368, 7931]	[2439, 2222, 7411, 5312]
449	0	[7131, 6929, 1476, 5944, 6572, 4016, 452, 6907, 6667, 2254, 451, 214, 5596, 245, 3379, 1606, 4631, 2486]	[7131, 286, 890, 1476, 1095, 6699, 4016, 452, 6907, 4591, 1090, 4592, 451, 6982, 1671, 6299, 215, 2486]
451	0	[7131, 6970, 1456, 1476, 1931, 1475, 1245, 7821, 2254, 1234, 5880, 4631, 285, 6929, 5870, 1889, 5037, 6907, 4898, 1855, 7488, 1469, 6605, 397, 5946, 5596, 7952, 4323, 4325, 890, 449, 5257, 214, 1233, 1936, 5259, 2040, 1606, 2486, 1095, 5696, 6163, 4016, 452, 1222, 6982, 1250, 2725, 6703, 55, 5085]	[7131, 1476, 1245, 6994, 1234, 6299, 6929, 1889, 5037, 6907, 4323, 890, 449, 5027, 6667, 214, 4609, 8045, 2486, 6999, 1095, 4016, 452, 1090, 1222, 55]
452	0	[7131, 1456, 1476, 1931, 1475, 6702, 7821, 2254, 1234, 7362, 6299, 85, 215, 4631, 1937, 285, 6929, 5870, 286, 5028, 1889, 3293, 6907, 7488, 7952, 5596, 4323, 4325, 890, 449, 5244, 5257, 1860, 214, 1677, 1283, 7937, 1936, 5393, 6157, 1606, 2486, 1095, 212, 6699, 4016, 3886, 1090, 6982, 451, 6703, 5004, 55]	[7131, 1476, 2505, 1234, 1464, 6299, 4631, 285, 6929, 286, 6907, 890, 449, 6667, 214, 8045, 2486, 1095, 4016, 1090, 451, 6982, 1671, 55]
454	3	[5020, 5381, 453]	[5417, 5381, 8452, 4605, 455, 5020, 5394, 8363, 453]
453	3	[5417, 2436, 358, 6715, 1993]	[5417, 5381, 4605, 5020, 5394, 8363, 4606]
455	3	[5394]	[5417, 5381, 6715, 8373, 5020, 5394, 454, 8363, 453]
456	0	[5978, 1352, 6751, 5567, 1227, 4500, 6018, 4499, 2967, 2426, 2968, 4753, 5521]	[5370, 5978, 6018, 2967, 2968, 4753]
457	0	[]	[7351, 7520]
458	0	[5624, 407, 7508, 7510, 7226, 5064, 7225, 2901, 6761, 6919, 848, 7541, 7549, 3072, 8041, 7000, 7318, 854, 7961]	[5624, 401, 183, 3192, 7422, 1813, 2223, 1883, 7226, 5064, 2869, 6919, 848, 7541, 7549, 8041, 3839, 7000, 7534, 7318, 4501, 854, 860, 7436]
459	0	[7418, 7422, 1137, 1098, 3493, 150, 7543, 2410, 4600, 1423, 3494, 461, 137, 2423]	[136, 1137, 1098, 3493, 150, 2410, 4600, 1423, 7531, 2177, 137, 2423]
460	0	[2072, 67, 1434, 1137, 2097, 1322, 4751, 2352, 1323, 1700, 5981, 1691, 3579, 803, 3513, 3865, 3222, 8177, 6363, 2114, 1985, 1029, 1984, 138, 3644, 3466, 95]	[1691, 3579, 2331, 2072, 3644, 67, 1434, 3865, 3222, 138, 241, 8177, 1726, 1029, 5720, 2114, 2352]
462	0	[1570, 2548, 1435, 2017, 2871, 1703, 5448, 5245]	[149, 1570, 2871, 2017]
461	0	[267, 459, 6562, 5927, 2193, 2177, 1636, 1938, 2366, 4630, 7812, 2186, 7162, 1079, 280, 279, 398, 4097, 2184, 463, 4588, 1098, 1423]	[279, 267, 2184, 463, 5927, 1079, 1098, 280, 2177, 4630, 7812]
463	0	[267, 6562, 5927, 2193, 1636, 2179, 2366, 4630, 7812, 2186, 2491, 7162, 1079, 280, 7901, 279, 461, 398, 6021, 2184, 4588, 2197, 2189]	[267, 5927, 2057, 1636, 2055, 2364, 2366, 4630, 7812, 2186, 1079, 2181, 4564, 280, 279, 7901, 461, 398, 2197, 2196]
464	0	[4916, 2308, 7866, 8046, 5779]	[8292, 4916, 5781, 8306, 7866, 8307, 8206, 5779, 4091]
465	0	[5983, 2367, 6800, 5068, 2595, 868, 1687, 5069, 8042, 6746, 4341, 5719, 2370, 7194, 6805, 5744, 7186, 2746, 1278, 4067, 6946, 5939, 35, 2228, 6795, 1303, 7180, 5065, 8009]	[3724, 2367, 6800, 5068, 1953, 2373, 8042, 6746, 4341, 5719, 2370, 5744, 1278, 5939, 1356, 6795, 1303, 4708, 7180, 5065, 8009]
466	0	[]	[4717, 4711, 8054, 4715, 5940, 3671]
467	0	[5502, 4925, 6876, 6081, 7699, 3756, 7396, 7288, 4929, 6015, 6410, 2915, 5854, 4927, 6933, 7833, 4924, 6357, 5741, 4593, 7524, 5235, 7591, 4380, 5671, 8331, 5932, 7267, 5844, 7208, 6008, 7878, 8433, 4926, 6030, 7485, 5849, 6411, 6412, 5857, 5513, 5850, 4588, 7210, 8144, 5374, 301, 6409, 4928]	[6876, 6081, 7396, 4929, 6410, 2915, 5854, 6933, 6357, 4593, 4380, 8331, 7208, 4926, 7485, 6030, 5849, 6411, 5857, 8144, 7210, 2909, 4928]
468	0	[1371, 702, 1866, 5413, 5412, 4059, 613, 1864, 6639, 611, 3248, 3972, 4327, 3974, 8136, 2297, 508, 572, 5922, 3593, 1894, 971, 1392, 1873, 2112, 635, 3789, 3456, 3877, 1340, 3790, 1907, 5014, 2276, 569, 5923, 499, 703, 5583, 1865, 3690, 1553, 638, 3084, 1091, 6095, 3682, 5016, 4503, 1895, 963, 1554, 6506, 7161, 496, 1339, 7236, 4706, 469, 2930]	[3681, 8290, 3974, 5205, 508, 4168, 5204, 572, 5922, 3593, 1392, 3789, 1340, 569, 5923, 5576, 1865, 6095, 7913, 5016, 5206, 6084, 1339, 4706, 469]
469	0	[570, 468, 702, 2693, 4305, 5412, 4059, 1243, 4284, 607, 6639, 611, 3248, 3972, 3974, 572, 5922, 351, 6455, 1392, 1365, 1873, 3580, 3789, 3456, 3877, 1340, 3790, 1907, 2641, 569, 5923, 5576, 499, 703, 7237, 2344, 1865, 3690, 3086, 640, 1091, 3682, 5016, 5598, 6496, 4503, 963, 1554, 7161, 8072, 1339, 6494, 4706, 2930]	[468, 6530, 8290, 611, 5205, 1721, 8237, 6566, 4168, 5204, 5922, 572, 1392, 3597, 1340, 2750, 569, 5923, 1317, 6054, 963, 5206, 415, 1339, 907, 4706]
470	0	[3899, 1792, 8145, 1632, 3810, 5968]	[3899, 1792, 2014, 7182, 5348, 1989, 5749, 7666, 5968]
471	0	[478, 485, 407, 5558, 475, 379, 348, 487, 6641, 368, 473, 364, 5557, 376, 372, 374, 349, 382, 4639, 373, 377, 370, 5, 479, 380, 366, 1914, 350, 476, 7404, 365, 371, 362, 483, 484, 474, 367, 369, 480, 7403, 381, 363, 357, 375, 8150, 347, 472]	[478, 485, 407, 5558, 475, 379, 6641, 348, 368, 473, 364, 5557, 376, 374, 382, 377, 4639, 370, 373, 479, 380, 476, 371, 7404, 365, 483, 484, 474, 369, 480, 7403, 363, 375, 8150]
472	0	[478, 485, 5558, 475, 379, 6641, 487, 368, 473, 5557, 364, 1744, 376, 1743, 372, 374, 373, 4639, 370, 377, 2456, 380, 8330, 486, 471, 476, 362, 7404, 371, 365, 483, 484, 474, 369, 480, 7403, 363, 378, 2151, 375, 8150, 347]	[478, 485, 5558, 475, 6641, 368, 473, 5557, 1744, 376, 1743, 372, 374, 382, 373, 4639, 377, 370, 479, 380, 486, 471, 362, 7404, 371, 365, 483, 484, 474, 369, 480, 7403, 363, 378, 2151, 375, 8150, 347]
473	0	[478, 485, 5558, 475, 379, 6641, 368, 7960, 364, 5557, 376, 5057, 372, 374, 382, 4639, 373, 377, 370, 1229, 479, 380, 8330, 366, 350, 471, 476, 7404, 365, 371, 362, 2784, 666, 483, 484, 7631, 474, 369, 2216, 7403, 381, 363, 378, 357, 2151, 375, 8150, 630, 472]	[485, 5558, 475, 379, 6641, 368, 5557, 364, 376, 372, 374, 4639, 373, 377, 380, 350, 471, 59, 476, 371, 365, 7404, 483, 484, 369, 7403, 363, 375, 8150]
476	0	[478, 6622, 485, 5558, 475, 379, 6641, 487, 368, 473, 6256, 364, 5557, 376, 1743, 372, 374, 349, 373, 4639, 377, 370, 479, 380, 366, 486, 471, 7404, 371, 362, 2092, 474, 369, 480, 111, 7403, 363, 378, 357, 375, 8150, 630, 472]	[485, 475, 379, 6641, 368, 473, 364, 5557, 372, 374, 377, 373, 471, 7404, 365, 371, 483, 474, 369, 480, 7403, 363, 378, 375, 8150, 630]
