test0,test1,test2,test3,test4,test5,test6,test7,test8,test9
"{'NDCG@5': 0.4742813666941614, 'HR@5': 0.6108092650843581}","{'NDCG@5': 0.43007588450641493, 'HR@5': 0.565968841285297}","{'NDCG@5': 0.39997740942869264, 'HR@5': 0.5346254795073693}","{'NDCG@5': 0.380980033465973, 'HR@5': 0.5075845974329055}","{'NDCG@5': 0.34466372616560015, 'HR@5': 0.46860343929129755}","{'NDCG@5': 0.3279431292201513, 'HR@5': 0.44164378187524517}","{'NDCG@5': 0.31166410131484423, 'HR@5': 0.4176931690929451}","{'NDCG@5': 0.28325018745268943, 'HR@5': 0.38804132174864886}","{'NDCG@5': 0.2429625603299818, 'HR@5': 0.33803777186882117}","{'NDCG@5': 0.19991408030796406, 'HR@5': 0.2821613518669937}"
"{'NDCG@5': 0.4729086793540672, 'HR@5': 0.6093794681155276}","{'NDCG@5': 0.4293398284355415, 'HR@5': 0.5649951314508277}","{'NDCG@5': 0.39933404198742495, 'HR@5': 0.5334140924692106}","{'NDCG@5': 0.38138907296404245, 'HR@5': 0.5077512918819803}","{'NDCG@5': 0.3448039921964579, 'HR@5': 0.4691245440333507}","{'NDCG@5': 0.32752629777646586, 'HR@5': 0.44105531581012164}","{'NDCG@5': 0.31185173057107285, 'HR@5': 0.41783314669652855}","{'NDCG@5': 0.28303826759681605, 'HR@5': 0.38742560032838474}","{'NDCG@5': 0.24297608702681772, 'HR@5': 0.3378332310629304}","{'NDCG@5': 0.2004705765112681, 'HR@5': 0.28331970564186426}"
"{'NDCG@5': 0.47467307236329875, 'HR@5': 0.6113811838718902}","{'NDCG@5': 0.4305247920171953, 'HR@5': 0.5664556962025317}","{'NDCG@5': 0.3993690688806328, 'HR@5': 0.5334140924692106}","{'NDCG@5': 0.38030011225018606, 'HR@5': 0.5075845974329055}","{'NDCG@5': 0.34433105958515203, 'HR@5': 0.4682126107347577}","{'NDCG@5': 0.3274950112908795, 'HR@5': 0.4407610827775598}","{'NDCG@5': 0.3118109415613479, 'HR@5': 0.4173432250839866}","{'NDCG@5': 0.2830782270155211, 'HR@5': 0.38742560032838474}","{'NDCG@5': 0.24320527385245475, 'HR@5': 0.33803777186882117}","{'NDCG@5': 0.20064590128810472, 'HR@5': 0.2840010902153175}"
"{'NDCG@5': 0.47325529800643207, 'HR@5': 0.6116671432656563}","{'NDCG@5': 0.4306193960785478, 'HR@5': 0.5657254138266796}","{'NDCG@5': 0.40012788728036464, 'HR@5': 0.5352311730264486}","{'NDCG@5': 0.3804295663948196, 'HR@5': 0.5082513752292048}","{'NDCG@5': 0.344280261567171, 'HR@5': 0.4680823345492444}","{'NDCG@5': 0.3281261751820194, 'HR@5': 0.440957238132601}","{'NDCG@5': 0.3125942771916915, 'HR@5': 0.41818309070548715}","{'NDCG@5': 0.2836230259315779, 'HR@5': 0.38769925429294655}","{'NDCG@5': 0.24383194415609988, 'HR@5': 0.33885593509238426}","{'NDCG@5': 0.20061715893115226, 'HR@5': 0.2836603979285909}"
"{'NDCG@5': 0.4728742868533206, 'HR@5': 0.6116671432656563}","{'NDCG@5': 0.4311887169217515, 'HR@5': 0.565968841285297}","{'NDCG@5': 0.4007016385177034, 'HR@5': 0.5352311730264486}","{'NDCG@5': 0.3802949667516048, 'HR@5': 0.5079179863310552}","{'NDCG@5': 0.34404076722371013, 'HR@5': 0.4671704012506514}","{'NDCG@5': 0.3279810809721199, 'HR@5': 0.44046684974499806}","{'NDCG@5': 0.3125631899883133, 'HR@5': 0.4180431131019037}","{'NDCG@5': 0.28343383026148566, 'HR@5': 0.3874940138195252}","{'NDCG@5': 0.24342547075368873, 'HR@5': 0.3374923297197791}","{'NDCG@5': 0.20031525951149193, 'HR@5': 0.2831152902698283}"
"{'NDCG@5': 0.4727221553783397, 'HR@5': 0.610523305690592}","{'NDCG@5': 0.4312427917231124, 'HR@5': 0.565238558909445}","{'NDCG@5': 0.4004083695299606, 'HR@5': 0.5348273773470624}","{'NDCG@5': 0.3799554382011397, 'HR@5': 0.509084847474579}","{'NDCG@5': 0.3444225383146211, 'HR@5': 0.46782178217821785}","{'NDCG@5': 0.32823365648167335, 'HR@5': 0.4411533934876422}","{'NDCG@5': 0.31269164131818816, 'HR@5': 0.4181131019036954}","{'NDCG@5': 0.2831492150916646, 'HR@5': 0.3870835328726825}","{'NDCG@5': 0.24374649104592236, 'HR@5': 0.338515033749233}","{'NDCG@5': 0.2003321631564445, 'HR@5': 0.2822294903243391}"
"{'NDCG@5': 0.473190579337526, 'HR@5': 0.6113811838718902}","{'NDCG@5': 0.4306661329922307, 'HR@5': 0.5654819863680624}","{'NDCG@5': 0.40002034683060644, 'HR@5': 0.5340197859882899}","{'NDCG@5': 0.37923740787362115, 'HR@5': 0.50808468078013}","{'NDCG@5': 0.34430600064684064, 'HR@5': 0.4670401250651381}","{'NDCG@5': 0.3284588583894082, 'HR@5': 0.440957238132601}","{'NDCG@5': 0.312839225664894, 'HR@5': 0.41888297872340424}","{'NDCG@5': 0.28350059647830383, 'HR@5': 0.3872203598549634}","{'NDCG@5': 0.24376510662751305, 'HR@5': 0.3386513942864935}","{'NDCG@5': 0.20067821190745136, 'HR@5': 0.2825020441537204}"
"{'NDCG@5': 0.4731454925138154, 'HR@5': 0.6116671432656563}","{'NDCG@5': 0.43076634743816705, 'HR@5': 0.565968841285297}","{'NDCG@5': 0.40056932562215913, 'HR@5': 0.5344235816676761}","{'NDCG@5': 0.3793560206097236, 'HR@5': 0.5085847641273545}","{'NDCG@5': 0.34436491791317175, 'HR@5': 0.46730067743616466}","{'NDCG@5': 0.32891717271145693, 'HR@5': 0.4413495488426834}","{'NDCG@5': 0.31300495830232944, 'HR@5': 0.4186030235162374}","{'NDCG@5': 0.2844579420363637, 'HR@5': 0.3891359376068961}","{'NDCG@5': 0.24373296461790056, 'HR@5': 0.33803777186882117}","{'NDCG@5': 0.20112776810857608, 'HR@5': 0.282638321068411}"
"{'NDCG@5': 0.47318056419668275, 'HR@5': 0.6102373462968258}","{'NDCG@5': 0.4322164586620406, 'HR@5': 0.5681596884128529}","{'NDCG@5': 0.40017390361033967, 'HR@5': 0.5350292751867555}","{'NDCG@5': 0.37911606783655394, 'HR@5': 0.50808468078013}","{'NDCG@5': 0.34377996252637183, 'HR@5': 0.4669098488796248}","{'NDCG@5': 0.32857233147873166, 'HR@5': 0.4405649274225186}","{'NDCG@5': 0.31343665571081103, 'HR@5': 0.41916293393057114}","{'NDCG@5': 0.2844409047744245, 'HR@5': 0.3886570431689129}","{'NDCG@5': 0.24347382306698667, 'HR@5': 0.3379695916001909}","{'NDCG@5': 0.20120297606485718, 'HR@5': 0.28297901335513764}"
"{'NDCG@5': 0.47311349922238355, 'HR@5': 0.610523305690592}","{'NDCG@5': 0.4322700487674003, 'HR@5': 0.5676728334956183}","{'NDCG@5': 0.40041358483599715, 'HR@5': 0.5352311730264486}","{'NDCG@5': 0.37944423818342904, 'HR@5': 0.5079179863310552}","{'NDCG@5': 0.3443700857055324, 'HR@5': 0.4670401250651381}","{'NDCG@5': 0.3288645748054269, 'HR@5': 0.44046684974499806}","{'NDCG@5': 0.3136122075552764, 'HR@5': 0.419442889137738}","{'NDCG@5': 0.28380561970806395, 'HR@5': 0.38728877334610384}","{'NDCG@5': 0.2435651395596298, 'HR@5': 0.3372196086452581}","{'NDCG@5': 0.20119736264140298, 'HR@5': 0.28352412101390023}"
"{'NDCG@5': 0.47241600299950803, 'HR@5': 0.6093794681155276}","{'NDCG@5': 0.43135417069276943, 'HR@5': 0.565968841285297}","{'NDCG@5': 0.4006822384701834, 'HR@5': 0.5352311730264486}","{'NDCG@5': 0.37926984699719474, 'HR@5': 0.5084180696782797}","{'NDCG@5': 0.3448113119701539, 'HR@5': 0.4669098488796248}","{'NDCG@5': 0.32827255479749345, 'HR@5': 0.4396822283248333}","{'NDCG@5': 0.3134046942869604, 'HR@5': 0.41888297872340424}","{'NDCG@5': 0.2841214773755723, 'HR@5': 0.38756242731066565}","{'NDCG@5': 0.2426035877025968, 'HR@5': 0.336401445421695}","{'NDCG@5': 0.20101722308510842, 'HR@5': 0.28297901335513764}"
"{'NDCG@5': 0.4729963943830173, 'HR@5': 0.6096654275092936}","{'NDCG@5': 0.4320357059421614, 'HR@5': 0.5664556962025317}","{'NDCG@5': 0.40044364119971254, 'HR@5': 0.5342216838279831}","{'NDCG@5': 0.378999059899154, 'HR@5': 0.5079179863310552}","{'NDCG@5': 0.34472315541908033, 'HR@5': 0.46638874413757164}","{'NDCG@5': 0.3284749396242531, 'HR@5': 0.44105531581012164}","{'NDCG@5': 0.3136533889281064, 'HR@5': 0.4181131019036954}","{'NDCG@5': 0.2842785304389294, 'HR@5': 0.38783608127522745}","{'NDCG@5': 0.24303093845536597, 'HR@5': 0.3357196427353924}","{'NDCG@5': 0.20174636754373315, 'HR@5': 0.2837285363859362}"
"{'NDCG@5': 0.4730075982933642, 'HR@5': 0.6090935087217615}","{'NDCG@5': 0.4317788585628143, 'HR@5': 0.5664556962025317}","{'NDCG@5': 0.40019054730141196, 'HR@5': 0.5336159903089037}","{'NDCG@5': 0.37866487077905714, 'HR@5': 0.5077512918819803}","{'NDCG@5': 0.34363241785465076, 'HR@5': 0.46534653465346537}","{'NDCG@5': 0.328802747657045, 'HR@5': 0.4421341702628482}","{'NDCG@5': 0.31380070750932143, 'HR@5': 0.4186030235162374}","{'NDCG@5': 0.2844321032616776, 'HR@5': 0.3882465622220702}","{'NDCG@5': 0.2427404850902961, 'HR@5': 0.3355832821981319}","{'NDCG@5': 0.20114280246177105, 'HR@5': 0.28297901335513764}"
"{'NDCG@5': 0.4737409323829263, 'HR@5': 0.6099513869030597}","{'NDCG@5': 0.4311877434744356, 'HR@5': 0.5647517039922103}","{'NDCG@5': 0.3996383323532597, 'HR@5': 0.5326065011104382}","{'NDCG@5': 0.37894304896316044, 'HR@5': 0.5075845974329055}","{'NDCG@5': 0.34383129862764106, 'HR@5': 0.4658676393955185}","{'NDCG@5': 0.3290032568811934, 'HR@5': 0.4415457041977246}","{'NDCG@5': 0.31364548400589726, 'HR@5': 0.41790313549832026}","{'NDCG@5': 0.28430615096709333, 'HR@5': 0.38728877334610384}","{'NDCG@5': 0.24203765947885417, 'HR@5': 0.33408331628826615}","{'NDCG@5': 0.20088379493851424, 'HR@5': 0.28243390569637505}"
"{'NDCG@5': 0.4744880240527362, 'HR@5': 0.6096654275092936}","{'NDCG@5': 0.4317498768572126, 'HR@5': 0.5654819863680624}","{'NDCG@5': 0.3996090002936226, 'HR@5': 0.5334140924692106}","{'NDCG@5': 0.37920554566616477, 'HR@5': 0.509084847474579}","{'NDCG@5': 0.34352753046088563, 'HR@5': 0.4658676393955185}","{'NDCG@5': 0.32870816351337634, 'HR@5': 0.44027069438995686}","{'NDCG@5': 0.31413101628760964, 'HR@5': 0.41783314669652855}","{'NDCG@5': 0.2846916912300871, 'HR@5': 0.38817814873092976}","{'NDCG@5': 0.24227513982399637, 'HR@5': 0.3346969387059385}","{'NDCG@5': 0.20094511715792354, 'HR@5': 0.2822976287816844}"
"{'NDCG@5': 0.4728813491464449, 'HR@5': 0.6082356305404633}","{'NDCG@5': 0.431749738682081, 'HR@5': 0.565238558909445}","{'NDCG@5': 0.3994526814740356, 'HR@5': 0.5336159903089037}","{'NDCG@5': 0.3789588641626945, 'HR@5': 0.5089181530255042}","{'NDCG@5': 0.34346742247505535, 'HR@5': 0.46638874413757164}","{'NDCG@5': 0.32900042209162406, 'HR@5': 0.44066300510003925}","{'NDCG@5': 0.31367588682238096, 'HR@5': 0.41727323628219487}","{'NDCG@5': 0.28427012734804563, 'HR@5': 0.38742560032838474}","{'NDCG@5': 0.2421567524260306, 'HR@5': 0.33483329924319905}","{'NDCG@5': 0.20116872070959643, 'HR@5': 0.2825020441537204}"
"{'NDCG@5': 0.47342193830439006, 'HR@5': 0.6099513869030597}","{'NDCG@5': 0.43222561768568585, 'HR@5': 0.5649951314508277}","{'NDCG@5': 0.39965385500965056, 'HR@5': 0.532404603270745}","{'NDCG@5': 0.3783678271186415, 'HR@5': 0.5087514585764294}","{'NDCG@5': 0.34348971792865296, 'HR@5': 0.46508598228243875}","{'NDCG@5': 0.3293157380613416, 'HR@5': 0.44144762652020403}","{'NDCG@5': 0.3140150468766631, 'HR@5': 0.4176231802911534}","{'NDCG@5': 0.284831711030048, 'HR@5': 0.38769925429294655}","{'NDCG@5': 0.24217456929612072, 'HR@5': 0.3342878570941569}","{'NDCG@5': 0.20101707563550592, 'HR@5': 0.28202507495230306}"
"{'NDCG@5': 0.4728069922959411, 'HR@5': 0.6085215899342293}","{'NDCG@5': 0.4317896519234005, 'HR@5': 0.564508276533593}","{'NDCG@5': 0.3995272012339638, 'HR@5': 0.5332121946295174}","{'NDCG@5': 0.3781149376025961, 'HR@5': 0.5077512918819803}","{'NDCG@5': 0.34356606277034685, 'HR@5': 0.4658676393955185}","{'NDCG@5': 0.3286588916641204, 'HR@5': 0.44017261671243624}","{'NDCG@5': 0.31431630610336614, 'HR@5': 0.4176931690929451}","{'NDCG@5': 0.28510843364753025, 'HR@5': 0.3874940138195252}","{'NDCG@5': 0.24237237224968983, 'HR@5': 0.3351060203177201}","{'NDCG@5': 0.20122936960004784, 'HR@5': 0.2821613518669937}"
"{'NDCG@5': 0.47284442522529135, 'HR@5': 0.6090935087217615}","{'NDCG@5': 0.43109933369054665, 'HR@5': 0.564508276533593}","{'NDCG@5': 0.3993315409564799, 'HR@5': 0.5334140924692106}","{'NDCG@5': 0.3771300435033721, 'HR@5': 0.5069178196366061}","{'NDCG@5': 0.3434348016610221, 'HR@5': 0.46534653465346537}","{'NDCG@5': 0.32868578662184095, 'HR@5': 0.43997646135739504}","{'NDCG@5': 0.3142100910798259, 'HR@5': 0.41776315789473684}","{'NDCG@5': 0.2850142163631378, 'HR@5': 0.38797290825750835}","{'NDCG@5': 0.2423989801436608, 'HR@5': 0.33483329924319905}","{'NDCG@5': 0.2009657739729954, 'HR@5': 0.2818887980376124}"
"{'NDCG@5': 0.47260843823770493, 'HR@5': 0.6090935087217615}","{'NDCG@5': 0.431601493449343, 'HR@5': 0.565238558909445}","{'NDCG@5': 0.39868752145910635, 'HR@5': 0.5317989097516657}","{'NDCG@5': 0.37697561495687776, 'HR@5': 0.5062510418403067}","{'NDCG@5': 0.34303429259013546, 'HR@5': 0.46521625846795206}","{'NDCG@5': 0.3287651957410957, 'HR@5': 0.4407610827775598}","{'NDCG@5': 0.31432806211937747, 'HR@5': 0.41748320268757}","{'NDCG@5': 0.2849729663780771, 'HR@5': 0.3879044947663679}","{'NDCG@5': 0.24264734558041662, 'HR@5': 0.3351060203177201}","{'NDCG@5': 0.20115343881194983, 'HR@5': 0.28168438266557644}"
"{'NDCG@5': 0.47330808911480404, 'HR@5': 0.6082356305404633}","{'NDCG@5': 0.4310918512683174, 'HR@5': 0.5635345666991236}","{'NDCG@5': 0.39907612773898266, 'HR@5': 0.5320008075913588}","{'NDCG@5': 0.3768646086930663, 'HR@5': 0.5055842640440074}","{'NDCG@5': 0.34282345893097704, 'HR@5': 0.4648254299114122}","{'NDCG@5': 0.3286972812313415, 'HR@5': 0.43997646135739504}","{'NDCG@5': 0.3143121464203352, 'HR@5': 0.4175531914893617}","{'NDCG@5': 0.28498848689249506, 'HR@5': 0.38701511938154204}","{'NDCG@5': 0.24285956560790536, 'HR@5': 0.33578782300402266}","{'NDCG@5': 0.2016741195531971, 'HR@5': 0.28236576723902973}"
"{'NDCG@5': 0.4727265168184602, 'HR@5': 0.6082356305404633}","{'NDCG@5': 0.43145008819854097, 'HR@5': 0.5635345666991236}","{'NDCG@5': 0.39869890194307106, 'HR@5': 0.532404603270745}","{'NDCG@5': 0.37578315971928256, 'HR@5': 0.5044174029004834}","{'NDCG@5': 0.34285214248392787, 'HR@5': 0.4648254299114122}","{'NDCG@5': 0.32867050268484754, 'HR@5': 0.4398783836798745}","{'NDCG@5': 0.31396601927072865, 'HR@5': 0.416503359462486}","{'NDCG@5': 0.28461845444089184, 'HR@5': 0.3865362249435589}","{'NDCG@5': 0.24261714090902137, 'HR@5': 0.33565146246676214}","{'NDCG@5': 0.2016322770364755, 'HR@5': 0.28168438266557644}"
"{'NDCG@5': 0.47340366501649805, 'HR@5': 0.6099513869030597}","{'NDCG@5': 0.431666405824855, 'HR@5': 0.5640214216163584}","{'NDCG@5': 0.39870068408072606, 'HR@5': 0.5309913183928932}","{'NDCG@5': 0.37584863550869985, 'HR@5': 0.5035839306551092}","{'NDCG@5': 0.3428280650660284, 'HR@5': 0.4632621156852527}","{'NDCG@5': 0.329022667066122, 'HR@5': 0.43978030600235385}","{'NDCG@5': 0.3141632038441708, 'HR@5': 0.41664333706606943}","{'NDCG@5': 0.28434130968946997, 'HR@5': 0.3860573305055757}","{'NDCG@5': 0.2426599358906252, 'HR@5': 0.3351060203177201}","{'NDCG@5': 0.2020125342489272, 'HR@5': 0.28195693649495773}"
"{'NDCG@5': 0.47326864124378853, 'HR@5': 0.6088075493279954}","{'NDCG@5': 0.43180398331764636, 'HR@5': 0.5635345666991236}","{'NDCG@5': 0.3989518552541243, 'HR@5': 0.5311932162325863}","{'NDCG@5': 0.37623821140522967, 'HR@5': 0.5039173195532589}","{'NDCG@5': 0.34316433339246777, 'HR@5': 0.4636529442417926}","{'NDCG@5': 0.3292836083908145, 'HR@5': 0.44027069438995686}","{'NDCG@5': 0.3136135661154996, 'HR@5': 0.41566349384098544}","{'NDCG@5': 0.2846530618657887, 'HR@5': 0.38646781145241843}","{'NDCG@5': 0.24281854734952607, 'HR@5': 0.3359241835412832}","{'NDCG@5': 0.20148612409927177, 'HR@5': 0.2810711365494685}"
"{'NDCG@5': 0.4723053788052745, 'HR@5': 0.607091792965399}","{'NDCG@5': 0.4321533927221489, 'HR@5': 0.5635345666991236}","{'NDCG@5': 0.3995393839533848, 'HR@5': 0.5334140924692106}","{'NDCG@5': 0.37680544403845906, 'HR@5': 0.5040840140023337}","{'NDCG@5': 0.343310096099887, 'HR@5': 0.4628712871287129}","{'NDCG@5': 0.32857055939937646, 'HR@5': 0.43958415064731265}","{'NDCG@5': 0.31381432012184446, 'HR@5': 0.415523516237402}","{'NDCG@5': 0.28473841013966433, 'HR@5': 0.3865362249435589}","{'NDCG@5': 0.24327598300974967, 'HR@5': 0.33646962569032524}","{'NDCG@5': 0.20177200458744093, 'HR@5': 0.2813436903788498}"
"{'NDCG@5': 0.47260083666808017, 'HR@5': 0.6082356305404633}","{'NDCG@5': 0.4311304894124048, 'HR@5': 0.562317429406037}","{'NDCG@5': 0.3997332991727085, 'HR@5': 0.5332121946295174}","{'NDCG@5': 0.3757377410767401, 'HR@5': 0.5029171528588098}","{'NDCG@5': 0.3426235321945843, 'HR@5': 0.462480458572173}","{'NDCG@5': 0.32885485968519385, 'HR@5': 0.44007453903491567}","{'NDCG@5': 0.31318923482424116, 'HR@5': 0.41503359462486}","{'NDCG@5': 0.2847500335951491, 'HR@5': 0.386399397961278}","{'NDCG@5': 0.24309397473232547, 'HR@5': 0.336401445421695}","{'NDCG@5': 0.20188084585296676, 'HR@5': 0.2818887980376124}"
"{'NDCG@5': 0.47249529009360947, 'HR@5': 0.607377752359165}","{'NDCG@5': 0.43106399376597737, 'HR@5': 0.5620740019474196}","{'NDCG@5': 0.3988969962780069, 'HR@5': 0.5328083989501312}","{'NDCG@5': 0.37520999857769977, 'HR@5': 0.5022503750625105}","{'NDCG@5': 0.34310858270673117, 'HR@5': 0.46300156331422615}","{'NDCG@5': 0.32861811781190503, 'HR@5': 0.43938799529227146}","{'NDCG@5': 0.3135776235248289, 'HR@5': 0.41573348264277715}","{'NDCG@5': 0.2843158060221743, 'HR@5': 0.3858520900321543}","{'NDCG@5': 0.24276490008021953, 'HR@5': 0.3357196427353924}","{'NDCG@5': 0.2010039935599501, 'HR@5': 0.2807304442627419}"
"{'NDCG@5': 0.47259611359592807, 'HR@5': 0.607377752359165}","{'NDCG@5': 0.43155561743619186, 'HR@5': 0.561587147030185}","{'NDCG@5': 0.3999412828931696, 'HR@5': 0.5342216838279831}","{'NDCG@5': 0.376184269881789, 'HR@5': 0.5022503750625105}","{'NDCG@5': 0.343301300289487, 'HR@5': 0.4636529442417926}","{'NDCG@5': 0.3284766205928976, 'HR@5': 0.4387995292271479}","{'NDCG@5': 0.31375413824126647, 'HR@5': 0.4154535274356103}","{'NDCG@5': 0.284868264484565, 'HR@5': 0.386399397961278}","{'NDCG@5': 0.24271901848528968, 'HR@5': 0.33517420058635033}","{'NDCG@5': 0.20188708515861983, 'HR@5': 0.28141182883619514}"
"{'NDCG@5': 0.4720129910911112, 'HR@5': 0.6062339147841006}","{'NDCG@5': 0.4316063812991959, 'HR@5': 0.562317429406037}","{'NDCG@5': 0.3995362939311295, 'HR@5': 0.5342216838279831}","{'NDCG@5': 0.37545261877610775, 'HR@5': 0.5019169861643608}","{'NDCG@5': 0.3428706758133605, 'HR@5': 0.46313183949973946}","{'NDCG@5': 0.32873578005413545, 'HR@5': 0.4396822283248333}","{'NDCG@5': 0.3134065441774263, 'HR@5': 0.41468365061590146}","{'NDCG@5': 0.28498971918194954, 'HR@5': 0.38660463843469933}","{'NDCG@5': 0.24225516537235153, 'HR@5': 0.3341514965568964}","{'NDCG@5': 0.20127122416978258, 'HR@5': 0.28052602889070594}"
"{'NDCG@5': 0.47287698042884163, 'HR@5': 0.6059479553903345}","{'NDCG@5': 0.4305794508757834, 'HR@5': 0.561587147030185}","{'NDCG@5': 0.3994189834488675, 'HR@5': 0.5326065011104382}","{'NDCG@5': 0.3747774605449871, 'HR@5': 0.5010835139189865}","{'NDCG@5': 0.34282191226190173, 'HR@5': 0.46313183949973946}","{'NDCG@5': 0.3282424352750609, 'HR@5': 0.43958415064731265}","{'NDCG@5': 0.3129314671882019, 'HR@5': 0.4139837625979843}","{'NDCG@5': 0.2843976387968758, 'HR@5': 0.38592050352329477}","{'NDCG@5': 0.24221902878427037, 'HR@5': 0.33456057816867796}","{'NDCG@5': 0.20099902552233595, 'HR@5': 0.28018533660397926}"
"{'NDCG@5': 0.4733218388383827, 'HR@5': 0.6068058335716329}","{'NDCG@5': 0.430933095246651, 'HR@5': 0.5628042843232717}","{'NDCG@5': 0.3993431294101116, 'HR@5': 0.5322027054310519}","{'NDCG@5': 0.37413361399741274, 'HR@5': 0.4999166527754626}","{'NDCG@5': 0.34285733071077334, 'HR@5': 0.4635226680562793}","{'NDCG@5': 0.32819036905587196, 'HR@5': 0.4386033738721067}","{'NDCG@5': 0.313084027979728, 'HR@5': 0.4149636058230683}","{'NDCG@5': 0.28429202225783184, 'HR@5': 0.38551002257645206}","{'NDCG@5': 0.2424604982262627, 'HR@5': 0.3343560373627872}","{'NDCG@5': 0.20114879792114668, 'HR@5': 0.2809348596347779}"
"{'NDCG@5': 0.4729405105213062, 'HR@5': 0.6062339147841006}","{'NDCG@5': 0.43053692395750665, 'HR@5': 0.5613437195715677}","{'NDCG@5': 0.39834583902712256, 'HR@5': 0.530587522713507}","{'NDCG@5': 0.37514740135748276, 'HR@5': 0.5014169028171361}","{'NDCG@5': 0.34247130377273244, 'HR@5': 0.4632621156852527}","{'NDCG@5': 0.3281516148815921, 'HR@5': 0.4384072185170655}","{'NDCG@5': 0.3137528122836476, 'HR@5': 0.4153835386338186}","{'NDCG@5': 0.28415405284633993, 'HR@5': 0.3851679551207498}","{'NDCG@5': 0.24259313518951978, 'HR@5': 0.3341514965568964}","{'NDCG@5': 0.20139610696966903, 'HR@5': 0.28113927500681385}"
"{'NDCG@5': 0.4733158825286605, 'HR@5': 0.607377752359165}","{'NDCG@5': 0.4300456086253223, 'HR@5': 0.560126582278481}","{'NDCG@5': 0.3979078503586917, 'HR@5': 0.528972339995962}","{'NDCG@5': 0.37489778152162745, 'HR@5': 0.5024170695115853}","{'NDCG@5': 0.341959909308428, 'HR@5': 0.46261073475768627}","{'NDCG@5': 0.32778558166669963, 'HR@5': 0.4384072185170655}","{'NDCG@5': 0.31348375472774415, 'HR@5': 0.41454367301231804}","{'NDCG@5': 0.28375116272336587, 'HR@5': 0.38482588766504755}","{'NDCG@5': 0.2422228595545542, 'HR@5': 0.3338787754823754}","{'NDCG@5': 0.20095188476796372, 'HR@5': 0.2800490596892886}"
"{'NDCG@5': 0.4727854635513309, 'HR@5': 0.6065198741778668}","{'NDCG@5': 0.42967351863743475, 'HR@5': 0.5591528724440117}","{'NDCG@5': 0.3976080051410707, 'HR@5': 0.5277609529578033}","{'NDCG@5': 0.375210601170277, 'HR@5': 0.5012502083680613}","{'NDCG@5': 0.3420501974063522, 'HR@5': 0.46208963001563313}","{'NDCG@5': 0.32790375784820464, 'HR@5': 0.43772067477442134}","{'NDCG@5': 0.3137061362622453, 'HR@5': 0.41503359462486}","{'NDCG@5': 0.2845826550226774, 'HR@5': 0.38592050352329477}","{'NDCG@5': 0.2417137407416442, 'HR@5': 0.3336742346764846}","{'NDCG@5': 0.20154530257420541, 'HR@5': 0.28052602889070594}"
"{'NDCG@5': 0.47282798923459585, 'HR@5': 0.6068058335716329}","{'NDCG@5': 0.42971029093894886, 'HR@5': 0.5596397273612463}","{'NDCG@5': 0.3970878209549957, 'HR@5': 0.527155259438724}","{'NDCG@5': 0.37442669913737586, 'HR@5': 0.5009168194699116}","{'NDCG@5': 0.3417540080584493, 'HR@5': 0.46221990620114645}","{'NDCG@5': 0.32760232333521183, 'HR@5': 0.43801490780698316}","{'NDCG@5': 0.3128965794546507, 'HR@5': 0.4139837625979843}","{'NDCG@5': 0.2844482946458262, 'HR@5': 0.38537319559417116}","{'NDCG@5': 0.2415756154034749, 'HR@5': 0.3330606122588123}","{'NDCG@5': 0.20110942816780028, 'HR@5': 0.28018533660397926}"
"{'NDCG@5': 0.4726855262095164, 'HR@5': 0.607377752359165}","{'NDCG@5': 0.4298272360796248, 'HR@5': 0.5596397273612463}","{'NDCG@5': 0.3975344336146344, 'HR@5': 0.5283666464768827}","{'NDCG@5': 0.37374579281509673, 'HR@5': 0.49941656942823803}","{'NDCG@5': 0.34159341058405374, 'HR@5': 0.4627410109431996}","{'NDCG@5': 0.3269722554844846, 'HR@5': 0.43732836406433895}","{'NDCG@5': 0.3127432890561112, 'HR@5': 0.41370380739081747}","{'NDCG@5': 0.2839516958428611, 'HR@5': 0.3840733392625026}","{'NDCG@5': 0.24145216900765953, 'HR@5': 0.3322424490352492}","{'NDCG@5': 0.2014595182284551, 'HR@5': 0.28079858272008723}"
"{'NDCG@5': 0.4732333476414478, 'HR@5': 0.607091792965399}","{'NDCG@5': 0.42872390298740853, 'HR@5': 0.558666017526777}","{'NDCG@5': 0.3982481471110061, 'HR@5': 0.5291742378356552}","{'NDCG@5': 0.3738575820886803, 'HR@5': 0.49974995832638774}","{'NDCG@5': 0.3416968490944446, 'HR@5': 0.46130797290255343}","{'NDCG@5': 0.3274084763397906, 'HR@5': 0.43801490780698316}","{'NDCG@5': 0.3128197157713743, 'HR@5': 0.414053751399776}","{'NDCG@5': 0.2839100678263888, 'HR@5': 0.3842101662447835}","{'NDCG@5': 0.24156760344476483, 'HR@5': 0.33292425172155177}","{'NDCG@5': 0.20126950743695282, 'HR@5': 0.2803897519760153}"
